,0,1,2,3
0,6.047720382702154,21.424280158289832,3.877462544380006,2.0
1,4.415108659731009,9.981381867438454,3.140622144083074,1.0
2,6.753437977699367,26.99063365631948,4.980283880948514,2.0
3,21.668578373536953,4.077460217901182,1.9338634577150728,3.0
4,14.484744128448433,14.618665742882301,9.620514200312064,2.0
5,23.81138306332302,8.566112457986419,4.421886835409943,3.0
6,29.188264851037715,11.17210099924798,3.4819515456069503,0.0
7,17.384263821824806,4.160849788162939,3.451041446915067,3.0
8,17.384343210058407,28.281588194582856,6.66954945688043,4.0
9,29.99063384647401,8.458670894412302,6.218098763505451,0.0
10,17.502322756876232,8.67351658006302,4.2817290465438775,3.0
11,21.677834423592188,23.92463702908755,0.6127037147700827,4.0
12,16.789297360309373,17.901188641937026,7.992233529416139,4.0
13,25.179616647806213,6.050163176087735,4.68970841877123,3.0
14,11.833982563624993,20.39291853630432,3.3576785110073093,2.0
15,0.03958321596337244,11.913143650698327,7.863784980040243,1.0
16,29.070963735815095,17.378367196759122,3.9178193532753274,0.0
17,5.951725329567326,27.075480340946218,5.545029255050857,2.0
18,18.074260326368993,12.880719530233142,7.65315021795343,3.0
19,20.487230811979963,4.825358725507147,0.8001961470134978,3.0
20,0.27920580075452395,15.882291726296426,10.253414742519382,1.0
21,12.092238926654328,19.412406250719172,4.289687819916265,2.0
22,27.350253735676613,19.748433332362296,5.775277543452748,0.0
23,8.63033204840017,27.507430066024536,4.6927104907707,2.0
24,24.64556113661741,8.173102058536262,4.858090039844313,3.0
25,3.640728416530832,21.124884525306776,6.247655066044586,2.0
26,24.315079266122936,8.28170466210511,4.641279041719882,3.0
27,26.134244281251522,29.449058366755246,6.909426022305444,4.0
28,16.423645436554107,24.19354000546161,5.853292966146992,4.0
29,11.66849831408508,4.97375629048951,5.683100952404787,1.0
30,7.064939571770714,17.764629926035578,5.7569441551468445,2.0
31,12.61433617830977,22.583644596406437,3.00877534566841,2.0
32,1.623740590072782,23.00340370597869,8.001242938170025,2.0
33,13.628896837272364,19.631806426061814,5.182194954574356,2.0
34,25.384620752127663,12.901539764486495,2.0468391278880755,0.0
35,23.593254954584737,4.450001721782622,3.3003981218907663,3.0
36,23.399523789138723,23.755471301800743,1.1413512420399707,4.0
37,29.70287239627549,14.512512564226792,2.63198576434331,0.0
38,12.316911935889404,26.90073706837339,4.804691387115335,2.0
39,21.208964949587433,4.799882909047294,1.0820864235765242,3.0
40,20.201253135230075,4.5729273867667795,1.0964576926905039,3.0
41,13.451895312403739,10.258105824324513,6.934520647946262,1.0
42,6.943971091788184,3.9279029081403616,4.110665075900279,1.0
